No.,店舗_名称,店舗_郵便番号,店舗_市区町村,店舗_町名番地,店舗_建物等,店舗_TEL,店舗_主業種,店舗_主業種_その他,Googleマップ,,,,
1918,丸仁工芸　躑躅の森,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8848,3.小売（お土産等）,,https://www.google.com/maps/search/?api=1918&query=横手市赤坂字富ヶ沢62-46,,,,
1919,銀線細工　すとう,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8845,3.小売（お土産等）,,https://www.google.com/maps/search/?api=1919&query=横手市赤坂字富ヶ沢62-46,,,,
1920,佐藤養助　横手店,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8833,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1920&query=横手市赤坂字富ヶ沢62-46,,,,
1921,出端屋　秋田ふるさと村店,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8800,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1921&query=横手市赤坂字富ヶ沢62-46,,,,
1922,林泉堂　秋田ふるさと村店,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8815,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1922&query=横手市赤坂字富ヶ沢62-46,,,,
1923,秋田ふるさと村　味処みのり,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8800,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1923&query=横手市赤坂字富ヶ沢62-46,,,,
1924,ひないドリーム,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8800,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1924&query=横手市赤坂字富ヶ沢62-46,,,,
1925,南部家敷　横手店,013-0043,横手市,安田字関添46,,0182-33-6669,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1925&query=横手市安田字関添46,,,,
1926,合資会社　大森タクシー,013-0522,横手市,大森町字町回９７番地８,,0182-26-2171,7.ハイヤー・タクシー,,https://www.google.com/maps/search/?api=1926&query=横手市大森町字町回９７番地８,,,,
1927,ローソン　横手平鹿町浅舞店,013-0105,横手市,平鹿町浅舞字館廻361-1,,0182-24-3803,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1927&query=横手市平鹿町浅舞字館廻361-1,,,,
1928,イオン横手店,013-0043,横手市,安田字向田147,,0182-36-3000,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1928&query=横手市安田字向田147,,,,
1929,マックスバリュ平鹿店,013-0105,横手市,平鹿町浅舞字中東127,,0182-24-2111,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1929&query=横手市平鹿町浅舞字中東127,,,,
1930,マックスバリュ十文字南店,019-0506,横手市,十文字町佐賀会字上沖田286,,0182-55-2226,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1930&query=横手市十文字町佐賀会字上沖田286,,,,
1931,マックスバリュ新雄物川店,013-0208,横手市,雄物川町沼館字佐田27,,0182-22-3211,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1931&query=横手市雄物川町沼館字佐田27,,,,
1932,イオン横手店（食品フロア）,013-0043,横手市,安田字向田147,,0182-36-3000,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1932&query=横手市安田字向田147,,,,
1933,里乃や　よこやま町店,013-0048,横手市,安田原町１‐７,,0182-33-8101,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1933&query=横手市安田原町１‐７,,,,
1934,里乃や　前郷店,013-0038,横手市,前郷一番町７－９,,0182-33-5577,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1934&query=横手市前郷一番町７－９,,,,
1935,いっぷく処　いもや,019-0529,横手市,十文字町海道下21-4,,0182-42-5157,1.飲食店（酒類提供なし）,,https://www.google.com/maps/search/?api=1935&query=横手市十文字町海道下21-4,,,,
1936,ローソン　増田町店,019-0701,横手市,増田町増田字月山西29-13,,0182-45-5480,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1936&query=横手市増田町増田字月山西29-13,,,,
1937,ローソン　横手十文字町仁井田店,019-0505,横手市,十文字町仁井田字大道西121-2,,0182-55-2335,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1937&query=横手市十文字町仁井田字大道西121-2,,,,
1938,ファミリーマート横手三枚橋店,013-0049,横手市,駅西1-3-27,,0182-35-6888,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1938&query=横手市駅西1-3-27,,,,
1939,MEGAドン・キホーテ横手店,013-0060,横手市,条里3-2-4,,0570-08-3211,21.その他,日用品,https://www.google.com/maps/search/?api=1939&query=横手市条里3-2-4,,,,
1940,ファミリーマート平鹿総合病院通店,013-0061,横手市,横手町字五ノ口41-1,,0182-35-5460,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1940&query=横手市横手町字五ノ口41-1,,,,
1941,ココス横手店,013-0043,横手市,安田字向田163-1,,0182-35-5250,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1941&query=横手市安田字向田163-1,,,,
1942,ファミリーマート十文字バイパス店,019-0521,横手市,十文字町西下32-3,,0182-55-2468,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1942&query=横手市十文字町西下32-3,,,,
1943,ファミリーマート十文字西原店,019-0503,横手市,十文字町西原一番町101,,0182-55-2020,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1943&query=横手市十文字町西原一番町101,,,,
1944,ファミリーマート横手大雄店,013-0342,横手市,大雄字精兵村3-1,,0182-56-5050,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1944&query=横手市大雄字精兵村3-1,,,,
1945,横手豚玄亭,013-0022,横手市,四日町3-7,,0182-35-5729,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1945&query=横手市四日町3-7,,,,
1946,ファミリーマート横手十文字店,019-0513,横手市,十文字町植田字羽場３７－４,,0182-55-3051,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1946&query=横手市十文字町植田字羽場３７－４,,,,
1947,ＷＡＮＴＳ　ＡＮＤ　ＦＲＥＥ,013-0064,横手市,赤坂字館ノ下99-1,,0182-33-6500,21.その他,ファッション,https://www.google.com/maps/search/?api=1947&query=横手市赤坂字館ノ下99-1,,,,
1948,ファミリーマート横手雄物川店,013-0212,横手市,雄物川町造山字社ノ前60-1,,0182-56-2625,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1948&query=横手市雄物川町造山字社ノ前60-1,,,,
1949,ファミリーマート横手前郷東店,013-0042,横手市,前郷字上在家32-1,,0182-35-4171,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1949&query=横手市前郷字上在家32-1,,,,
1950,ファミリーマート横手平鹿上吉田店,013-0101,横手市,平鹿町上吉田字朴田260,,0182-56-3310,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1950&query=横手市平鹿町上吉田字朴田260,,,,
1951,ファミリーマート横手赤坂店,013-0064,横手市,赤坂大沼下89,,0182-35-4108,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1951&query=横手市赤坂大沼下89,,,,
1952,ミュージアムショップStraw　Hat,019-0701,横手市,増田町増田字新町285,,0182-45-5569,3.小売（お土産等）,,https://www.google.com/maps/search/?api=1952&query=横手市増田町増田字新町285,,,,
1953,さくら庵,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8800,3.小売（お土産等）,,https://www.google.com/maps/search/?api=1953&query=横手市赤坂字富ヶ沢62-46,,,,
1954,味一番,019-0567,横手市,十文字町西上42-5,,090-5353-2502,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1954&query=横手市十文字町西上42-5,,,,
1955,つばめタクシー,013-0027,横手市,平城町6-27,,0182-32-0654,7.ハイヤー・タクシー,,https://www.google.com/maps/search/?api=1955&query=横手市平城町6-27,,,,
1956,ホームセンターハッピー湯沢店,012-0036,湯沢市,両神１００－１,,0183-72-1600,21.その他,ホームセンター,https://www.google.com/maps/search/?api=1956&query=湯沢市両神１００－１,,,,
1957,くつさ工芸,012-0105,湯沢市,川連町字大舘川原114-2,,0183-42-4549,21.その他,仏壇・仏具,https://www.google.com/maps/search/?api=1957&query=湯沢市川連町字大舘川原114-2,,,,
1958,kitchen sawasawa,012-0841,湯沢市,大町2ー1ー19,,0183-55-8238,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1958&query=湯沢市大町2ー1ー19,,,,
1959,(有)京野商店,019-0204,湯沢市,横堀字中屋敷25-6,,0183-52-2530,21.その他,ガソリンスタンド,https://www.google.com/maps/search/?api=1959&query=湯沢市横堀字中屋敷25-6,,,,
1960,タケダスポーツ　湯沢店,012-0000,湯沢市,字上荻生田162,,0183-79-5620,21.その他,スポーツ用品,https://www.google.com/maps/search/?api=1960&query=湯沢市字上荻生田162,,,,
1961,湯けむりの宿　稲住温泉,019-0321,湯沢市,秋ノ宮字山居野11,,0183-58-1900,21.その他,宿泊施設,https://www.google.com/maps/search/?api=1961&query=湯沢市秋ノ宮字山居野11,,,,
1962,奥山旅館,019-0404,湯沢市,高松字泥湯沢25,,0183-79-3021,21.その他,宿泊施設,https://www.google.com/maps/search/?api=1962&query=湯沢市高松字泥湯沢25,,,,
1963,湯の宿　元湯くらぶ,012-0183,湯沢市,皆瀬字湯元100-1,,0183-47-5151,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1963&query=湯沢市皆瀬字湯元100-1,,,,
1964,慶,012-0827,湯沢市,表町2-3-1,,0183-72-4652,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1964&query=湯沢市表町2-3-1,,,,
1965,小川忠太郎商店,012-0826,湯沢市,柳町2-1-8,,0183-73-3269,3.小売（お土産等）,,https://www.google.com/maps/search/?api=1965&query=湯沢市柳町2-1-8,,,,
1966,お菓子のくらた　湯沢グランマート店,012-0032,湯沢市,元清水4-3-7,グランマート湯沢インター店内,0183-56-6112,3.小売（お土産等）,,https://www.google.com/maps/search/?api=1966&query=湯沢市元清水4-3-7,,,,
1967,お菓子のくらた　千石町店,012-0857,湯沢市,千石町3-1-5,,0183-72-5624,3.小売（お土産等）,,https://www.google.com/maps/search/?api=1967&query=湯沢市千石町3-1-5,,,,
1968,お菓子のくらた　湯沢店,012-0841,湯沢市,大町1-3-55,,0183-73-0141,3.小売（お土産等）,,https://www.google.com/maps/search/?api=1968&query=湯沢市大町1-3-55,,,,
1969,菊地旅館,019-0111,湯沢市,上院内字小沢112-10,,0183-52-2329,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1969&query=湯沢市上院内字小沢112-10,,,,
1970,加藤實漆器店,012-0105,湯沢市,川連町字大舘下村43-1,,0183-42-4473,3.小売（お土産等）,,https://www.google.com/maps/search/?api=1970&query=湯沢市川連町字大舘下村43-1,,,,
1971,ヤマモガーデンカフェ,012-0801,湯沢市,岩崎字岩崎124,,0183-73-2902,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1971&query=湯沢市岩崎字岩崎124,,,,
1972,グランマート湯沢インター店,012-0032,湯沢市,元清水4-3-7,,0183-72-2900,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1972&query=湯沢市元清水4-3-7,,,,
1973,マルサンカバン店,012-0826,湯沢市,柳町1-3-7,,0183-73-3717,21.その他,かばん,https://www.google.com/maps/search/?api=1973&query=湯沢市柳町1-3-7,,,,
1974,ＥＮＥＯＳ　川連ＳＳ,012-0105,湯沢市,川連町字村下4-2,,0183-42-2139,21.その他,ガソリンスタンド,https://www.google.com/maps/search/?api=1974&query=湯沢市川連町字村下4-2,,,,
1975,株式会社阿部健吉商店,012-0105,湯沢市,川連町字大館屋布前７３番地,,0183-42-2130,21.その他,小売業,https://www.google.com/maps/search/?api=1975&query=湯沢市川連町字大館屋布前７３番地,,,,
1976,薬王堂　湯沢倉内店,012-0015,湯沢市,倉内字川原田17番2号,,0183-56-6812,21.その他,薬局,https://www.google.com/maps/search/?api=1976&query=湯沢市倉内字川原田17番2号,,,,
1977,セブンイレブン湯沢古館町,012-0815,湯沢市,古館町1-3,,0183-72-7711,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=1977&query=湯沢市古館町1-3,,,,
1978,池田薬局　佐竹通り店,012-0841,湯沢市,大町1-29-1,,0183-55-8562,21.その他,薬局,https://www.google.com/maps/search/?api=1978&query=湯沢市大町1-29-1,,,,
1979,薬王堂　湯沢古館店,012-0815,湯沢市,古館町7番42号,,0183-56-7820,21.その他,薬局,https://www.google.com/maps/search/?api=1979&query=湯沢市古館町7番42号,,,,
1980,薬王堂　湯沢田町店,012-0844,湯沢市,田町二丁目3番38号,,0183-56-6280,21.その他,薬局,https://www.google.com/maps/search/?api=1980&query=湯沢市田町二丁目3番38号,,,,
1981,薬王堂　湯沢稲川店,012-0105,湯沢市,川連町字大舘疣橋57番,,0183-42-5900,21.その他,薬局,https://www.google.com/maps/search/?api=1981&query=湯沢市川連町字大舘疣橋57番,,,,
1982,薬王堂　湯沢雄勝店,019-0205,湯沢市,湯沢市小野字新田81番,,0183-52-3125,21.その他,薬局,https://www.google.com/maps/search/?api=1982&query=湯沢市湯沢市小野字新田81番,,,,
1983,寛文五年堂　本店,012-0107,湯沢市,稲庭町字三嶋３４,,0183-43-2114,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1983&query=湯沢市稲庭町字三嶋３４,,,,
1984,メンズショップアベ,012-0841,湯沢市,大町2-1-2,,0183-73-4840,21.その他,衣料品販売,https://www.google.com/maps/search/?api=1984&query=湯沢市大町2-1-2,,,,
1985,魚彦　湯沢店,012-0841,湯沢市,大町１丁目２－３３,,0183-79-5546,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1985&query=湯沢市大町１丁目２－３３,,,,
1986,河童の川太郎,012-0827,湯沢市,表町2丁目4-7,,0183-73-3822,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1986&query=湯沢市表町2丁目4-7,,,,
1987,草木ももとせ,012-0801,湯沢市,岩崎字岩崎83,,0183-55-8839,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=1987&query=湯沢市岩崎字岩崎83,,,,
1988,こまちライフサービス　自動車センター,012-0867,湯沢市,南台５番５号,,0183-72-1138,21.その他,レンタカー　自動車修理,https://www.google.com/maps/search/?api=1988&query=湯沢市南台５番５号,,,,
1989,こまちライフサービス　こまち給油所,019-0204,湯沢市,横堀字中屋敷１１－３,,0183-52-3128,21.その他,ガソリンスタンド,https://www.google.com/maps/search/?api=1989&query=湯沢市横堀字中屋敷１１－３,,,,
