No.,店舗_名称,店舗_郵便番号,店舗_市区町村,店舗_町名番地,店舗_建物等,店舗_TEL,店舗_主業種,店舗_主業種_その他
674,南蛮屋あおい外旭川店,010-0802,秋田市,外旭川字小谷地45,,018-868-2499,3.小売（お土産等）,
675,南蛮屋あおい茨島店,010-0065,秋田市,茨島6丁目1-27,,018-866-5747,3.小売（お土産等）,
676,南蛮屋あおい広面店,010-0041,秋田市,広面字宮田19-1,,018-884-1755,3.小売（お土産等）,
677,器屋あおい南蛮やあおい,010-0921,秋田市,大町1-3-27,,018-862-2746,3.小売（お土産等）,
678,トヨタレンタカー飯島店,011-0917,秋田市,飯島道東3丁目7-18,,018-880-5100,12.レンタカー,
679,トヨタレンタカー広面店,010-0041,秋田市,広面字谷地沖5-2,,018-835-0200,12.レンタカー,
680,トヨタレンタカー山王店,010-0951,秋田市,山王5丁目15-29,,018-823-0100,12.レンタカー,
681,トヨタレンタカー卸町店,010-0065,秋田市,茨島2丁目12-30,,018-864-0100,12.レンタカー,
682,トヨタレンタカー新国道店,010-0916,秋田市,泉北1丁目6-16,,018-865-0100,12.レンタカー,
683,トヨタレンタカー秋田空港店,010-1211,秋田市,雄和椿川字山籠40-1,,018-886-4100,12.レンタカー,
684,トヨタレンタカー臨海店,010-0941,秋田市,川尻町字大川反170-77,,018-863-0100,12.レンタカー,
685,トヨタレンタカー秋田駅前店,010-0001,秋田市,中通4丁目6-5,,018-833-0100,12.レンタカー,
686,秋田牛玄亭山王別館,010-0951,秋田市,山王3-1-33,,018-893-6329,2.飲食店（酒類提供あり）,
687,やまや土崎店,011-0941,秋田市,土崎港7-2-25,,018-838-7408,21.その他,酒店
688,やまや山王店,010-0951,秋田市,山王3丁目4-4,,018-896-5123,21.その他,酒店
689,やまや広面店,010-0041,秋田市,広面字蓮沼12-1,,018-831-1233,21.その他,酒店
690,アキタパークホテル,010-0915,秋田市,山王四丁目5-10,,018-862-1515,21.その他,宿泊施設
691,深堀商店,010-0001,秋田市,中通4-7-35,,018-833-7076,3.小売（お土産等）,
692,市場の酒屋,010-0001,秋田市,中通4-7-35,秋田市民市場内,018-893-3917,3.小売（お土産等）,
693,株式会社日本旅行東北秋田支店,010-0951,秋田市,山王2-1-54,三交ビル3階,018-866-0111,21.その他,旅行業
694,大民石油販売株式会社山王給油所,010-0951,秋田市,山王1-2-26,,018-862-6004,21.その他,石油
695,大民石油販売株式会社土崎給油所,011-0946,秋田市,土崎港中央3-5-21,,018-845-0800,21.その他,石油販売業
696,大民石油販売株式会社亀の町給油所,010-0021,秋田市,楢山登町1-28,,018-833-2553,21.その他,石油
697,大民石油販売株式会社将軍野給油所,011-0936,秋田市,将軍野南4-9-13,,018-845-0779,21.その他,石油販売業（ガソリンスタンド）
698,大民石油販売株式会社本店,011-0945,秋田市,土崎港西3-7-29,,018-845-0181,21.その他,石油販売業
699,サンドラッグ土崎自衛隊通店,011-0941,秋田市,土崎港北2-17-64,,018-880-0515,21.その他,薬局
700,サンドラッグ新国道店,010-0967,秋田市,高陽幸町14-29,,018-883-3770,21.その他,薬局
701,ローソン秋田仁井田緑町店,010-1437,秋田市,仁井田緑町1-7,,018-836-2100,4.コンビニ・スーパー,
702,テンカウント　道の駅秋田港ポートタワーセリオン,011-0945,秋田市,土崎港西1-9-1,,080-6147-8537,3.小売（お土産等）,
703,肉のわかば　広面店,010-0041,秋田市,広面字小沼古川端446,,018-833-5036,3.小売（お土産等）,
704,秋田の食堂　やまと,010-0981,秋田市,大町2丁目4-29,,018-824-0550,2.飲食店（酒類提供あり）,
705,横濱魚萬秋田西口駅前店,010-0874,秋田市,千秋久保田町3-36,12.モンテローザ秋田駅前ビル1階,018-836-1288,2.飲食店（酒類提供あり）,
706,めでた家秋田西口駅前店,010-0001,秋田市,中通4-13-2,アジマックス秋田駅前ビル1階,018-836-5888,2.飲食店（酒類提供あり）,
707,千年の宴秋田東口駅前店,010-0002,秋田市,東通仲町3-32,武基ビル1階2階,018-834-7688,2.飲食店（酒類提供あり）,
708,白木屋秋田西口駅前店,010-0874,秋田市,千秋久保田町3-36,12.モンテローザ秋田ビル2階,018-836-1688,2.飲食店（酒類提供あり）,
709,笑笑秋田西口駅前店,010-0001,秋田市,中通4-13-2,アジマックス秋田駅前ビル1階2階,018-834-8188,2.飲食店（酒類提供あり）,
710,魚民秋田西口駅前店,010-0001,秋田市,中通4-13-2,アジマックス秋田駅前ビル3階,018-834-6888,2.飲食店（酒類提供あり）,
711,ローソン秋田泉南一丁目店,010-0918,秋田市,泉南1-1-1,,018-883-0077,4.コンビニ・スーパー,
712,ローソン秋田泉中央三丁目店,010-0917,秋田市,泉中央3-2-10,,018-867-0999,4.コンビニ・スーパー,
713,ローソン秋田泉登木店,010-0816,秋田市,泉登木233-1,,018-866-6907,4.コンビニ・スーパー,
714,米菓匠鼎庵トピコ店,010-0001,秋田市,中通7-1-2,秋田駅トピコ2階,018-838-1801,3.小売（お土産等）,
715,バッグコレクションモリタ　公営駐車場店,010-0001,秋田市,中通2-6-2,,018-835-0227,21.その他,ファッション
716,レーヴル　御所野店,010-1413,秋田市,御所野地蔵田1-1　イオンモール秋田1F,,018-889-8116,21.その他,ファッション
717,バッグコレクションモリタ　イオン秋田中央店,010-0029,秋田市,楢山川口境5-11　イオン秋田中央店2F,,018-836-1345,21.その他,ファッション
718,ランドマークストーリー　秋田店,010-1413,秋田市,御所野地蔵田1-1　イオンモール秋田2F,,018-889-8117,21.その他,ファッション
719,サコーシュ　御所野店,010-1413,秋田市,御所野地蔵田1-1　イオンモール秋田2F,,018-874-8634,21.その他,ファッション
720,バッグコレクションモリタ　フォンテAKITA店,010-0001,秋田市,秋田市中通2-8-1　フォンテAKITA　1F,,018-825-5080,21.その他,ファッション
721,BAGGY　PORT,010-1413,秋田市,御所野地蔵田1-1　イオンモール秋田2F,,018-839-8543,21.その他,ファッション
722,バッグコレクションモリタ　イオン土崎港店,011-0943,秋田市,土崎港南2-3-41　イオン土崎港店2F,,018-846-6880,21.その他,ファッション
723,佐藤養助　トピコ店,010-0001,秋田市,中通7-1-2,,018-853-8218,2.飲食店（酒類提供あり）,
724,丸伊商店　フレンドリー広面給油所,010-0003,秋田市,東通2-14-5,,018-832-7337,21.その他,ガソリンスタンド
725,丸伊商店　明田給油所,010-0003,秋田市,東通1-2-1,,018-835-9565,21.その他,ガソリンスタンド
726,丸伊商店　フレンドリー仁井田給油所,010-1431,秋田市,仁井田二ツ屋１丁目9-10,,018-832-7117,21.その他,ガソリンスタンド
727,酉や喜兵衛　秋田山王店,010-0975,秋田市,八橋本町３丁目1-3　1F,,018-862-3445,2.飲食店（酒類提供あり）,
728,あっぱれ寿司　秋田大町店,010-0921,秋田市,大町5丁目4-16,アジマックス大町ビル,018-824-5555,2.飲食店（酒類提供あり）,
729,酉二九,010-0921,秋田市,大町5-4-10,アジマックス大町ビル1F,018-896-0290,2.飲食店（酒類提供あり）,
730,赤から　大町店,010-0921,秋田市,大町5-4-10,アジマックス大町ビル1F,018-896-6318,2.飲食店（酒類提供あり）,
731,赤から　駅東店,010-0921,秋田市,手形字西谷地155,,018-837-1146,2.飲食店（酒類提供あり）,
732,栄太楼　幸町店,010-0967,秋田市,高陽幸町9-11,,018-863-6133,3.小売（お土産等）,
733,栄太楼　秋田駅トピコ店,010-0001,秋田市,中通七丁目1-2,,018-889-3581,3.小売（お土産等）,
734,とんかつ　かつ吉　外旭川店,010-0804,秋田市,外旭川八幡田１丁目1-36,,018-868-6565,2.飲食店（酒類提供あり）,
735,とんかつ　かつ吉　山王店,010-0951,秋田市,山王１丁目3-16,,018-866-6544,2.飲食店（酒類提供あり）,
736,菓子工房　ぜんげつ堂,010-0922,秋田市,旭北栄町6-23,,018-862-5959,3.小売（お土産等）,
737,リゾートしらかみ「ぶな」編成「ＯＲＡＨＯ」カウンター,010-0001,秋田市,中通七丁目1-1,,018-834-4157,3.小売（お土産等）,
738,秋田市生鮮市場保戸野店,010-0904,秋田市,保戸野原の町15-1,,018-896-7055,4.コンビニ・スーパー,
739,おみやげ処こまち苑,010-0001,秋田市,中通七丁目1-2,,018-853-1524,3.小売（お土産等）,
740,東北めぐりいろといろ　トピコ店,010-0001,秋田市,中通七丁目1-2,,018-889-3557,3.小売（お土産等）,
741,羽州,010-0001,秋田市,中通7-1-2,トピコ2F,018-833-1515,3.小売（お土産等）,
742,あきたくらす,010-8530,秋田市,中通7-1-2,トピコ2F,018-827-6362,3.小売（お土産等）,
743,白帆,011-0946,秋田市,土崎港中央1-14-11,,018-847-0189,2.飲食店（酒類提供あり）,
744,心づくし　ことり,010-0951,秋田市,山王2-7-29,,018-823-5505,2.飲食店（酒類提供あり）,
745,焼きとん大国　秋田山王店,010-0951,秋田市,山王１丁目11-19,,018-864-1178,2.飲食店（酒類提供あり）,
746,鳥天狗,010-0001,秋田市,中通5-5-35,,070-4215-0363,2.飲食店（酒類提供あり）,
747,シャンブル　茨島店,010-0065,秋田市,茨島2-1-18,,018-883-3130,21.その他,
748,バースデイ　仁井田店,010-1427,秋田市,仁井田新田1-3-15,,018-827-5101,21.その他,
749,バースデイ　外旭川店,010-0802,秋田市,外旭川字小谷地24,,018-869-7217,21.その他,
750,アベイル　茨島店,010-0065,秋田市,茨島2-1-18,,018-883-3120,21.その他,
751,アベイル　飯島店,011-0917,秋田市,飯島道東1-14-51,,018-816-0198,21.その他,
752,しまむら　桜ヶ丘店,010-0043,秋田市,桜ヶ丘1-5,,018-884-3222,21.その他,衣料品
753,しまむら　卸町店,010-0061,秋田市,卸町1-1-9-2,,018-896-7332,21.その他,
754,しまむら　外旭川店,010-0802,秋田市,外旭川字小谷地8,,018-869-7061,21.その他,
755,ガド・ガド,010-0877,秋田市,千秋矢留町5-1　,メゾン・ド・セドール１Ｆ,018-853-5650,2.飲食店（酒類提供あり）,
756,ファミリーマート　秋田高校前店,010-0862,秋田市,手形田中10-16,,018-825-9560,4.コンビニ・スーパー,
757,フレンチレストラン千秋亭,010-0876,秋田市,千秋公園1-16,,018-825-1723,2.飲食店（酒類提供あり）,
758,パティスリー　ミルシュー,010-0875,秋田市,千秋明徳町3-43,,018-835-1150,1.飲食店（酒類提供なし）,
759,和食　神楽,010-0001,秋田市,中通2-2-26,,018-825-5858,2.飲食店（酒類提供あり）,
760,(株)札幌海鮮丸　保戸野店,010-0903,秋田市,保戸野八丁14-4,,018-866-0739,3.小売（お土産等）,
761,ビアードパパ　イオンモール秋田店,010-1413,秋田市,御所野地蔵田1-1-1,イオンモール秋田1F,018-827-3201,3.小売（お土産等）,
762,フローレンスK　イオンモール秋田店,010-1413,秋田市,御所野地蔵田1-1-1,イオンモール秋田1F,018-826-0102,21.その他,衣料品店
763,タリーズコーヒーフォンテAKITA,010-0001,秋田市,中通2-8-1,,018-893-5653,1.飲食店（酒類提供なし）,
764,高坂　秋田店,010-0001,秋田市,中通2-8-1,,018-832-1340,21.その他,ファッション
765,道頓堀,010-0921,秋田市,大町4-2-2,,018-863-0920,2.飲食店（酒類提供あり）,
766,ファミリーマート秋田勝平店,010-1611,秋田市,新屋天秤野71-1,,018-896-6120,4.コンビニ・スーパー,
767,リラクゼーションルーム,010-1211,秋田市,雄和椿川山籠49,,090-2976-5395,21.その他,リラクゼーション業（整体）
768,和風レストランまるまつ秋田中央店,010-0923,秋田市,旭北錦町5番42号,,018-866-9333,2.飲食店（酒類提供あり）,
769,JINS イオンモール秋田店,010-1413,秋田市,御所野地蔵田1丁目1-1,イオンモール秋田　2F,018-889-6557,21.その他,眼鏡
770,ホテルルートイン秋田土崎,011-0945,秋田市,土崎港西2-12-30,,018-880-2320,21.その他,宿泊施設
771,ロペピクニック　秋田ALS店,010-0001,秋田市,中通7-2-1,秋田アルス内,018-893-6686,21.その他,衣料品店
772,みやげ処無限堂秋田空港店,010-0802,秋田市,雄和椿川字山籠49,秋田空港ターミナルビル2F出発ロビー内,018-886-8090,2.飲食店（酒類提供あり）,
773,札幌かに本家秋田店,010-0001,秋田市,中通2-3-8,アトリオン12階,018-836-7888,2.飲食店（酒類提供あり）,
774,とりっこ御所野店,010-1413,秋田市,御所野地蔵田1-11,レインボーガーデンC棟,018-829-3449,2.飲食店（酒類提供あり）,
775,とりっこ新屋店,010-1632,秋田市,新屋大川町19-85,,018-828-8883,2.飲食店（酒類提供あり）,
776,なかいち桟敷,010-0001,秋田市,中通1丁目4-3,エリアなかいち1F,018-834-7705,2.飲食店（酒類提供あり）,
777,CORNERS　SPORTSAUTHORITY秋田,010-1413,秋田市,御所野地蔵田1-1-1,イオンモール秋田3F,018-892-7335,21.その他,スポーツ用品店
778,スポーツオーソリティ秋田店,010-1413,秋田市,御所野地蔵田1-1-1,イオンモール秋田3F,018-892-7531,21.その他,スポーツ用品店
779,吉野家７号線秋田土崎店,011-0951,秋田市,土崎港相染町家ノ下44,,018-838-6116,2.飲食店（酒類提供あり）,
780,吉野家秋田駅ビルトピコ店,010-8530,秋田市,中通７丁目1-2,秋田駅ビルトピコ,018-893-6510,2.飲食店（酒類提供あり）,
781,吉野家秋田広面店,010-0041,秋田市,広面樋ノ沖82-2,,018-884-3880,2.飲食店（酒類提供あり）,
782,吉野家１３号線秋田川尻若葉町店,010-0944,秋田市,川尻若葉町5-20,,018-883-0367,2.飲食店（酒類提供あり）,
783,三松堂トピコ店,010-0001,秋田市,中通7-1-2,,018-889-3583,3.小売（お土産等）,
784,ラグノオ　秋田トピコ店,010-0001,秋田市,中通7-2-1,,018-833-0458,3.小売（お土産等）,
785,ラグノオ　いとく秋田東店,010-0041,秋田市,広面字家の下72-3,,018-834-6610,21.その他,スイーツ
786,ラグノオ　いとく土崎みなと店,011-0945,秋田市,土崎港西3-2-18,,018-857-0233,21.その他,スイーツ
787,ラグノオ　秋田まるごと市場店,010-0061,秋田市,卸町2-2-7,,018-867-2800,1.飲食店（酒類提供なし）,
788,ラグノオ　グランマート外旭川店,010-0802,秋田市,外旭川字小谷25,,018-868-5600,21.その他,スイーツ
789,ヤマノビューティウェルネスサロン　ホテルメトロポリタン秋田店,010-0001,秋田市,中通7-2-1,,018-833-8115,21.その他,美容業（婚礼）
790,森沢石油株式会社　秋田北インターSS,010-0136,秋田市,上新城中字南波掛19-1,,018-872-3133,21.その他,ガソリンスタンド
791,ケーズデンキ　秋田東店,010-0041,秋田市,広面字宮田12-1,,018-831-0501,21.その他,家電量販店
792,ケーズデンキ　秋田中央店,010-0976,秋田市,八橋南1-3-25,,018-883-0710,21.その他,家電量販店
793,ぱっぷや　まるごと市場店,010-0061,秋田市,卸町2-2-7,,018-896-6101,2.飲食店（酒類提供あり）,
794,ぱっぷや　市民市場店,010-0001,秋田市,中通4-7-35,,018-827-5185,2.飲食店（酒類提供あり）,
795,マックハウス秋田八橋店,010-0965,秋田市,八橋新川向1-20,,018-862-9010,21.その他,衣料品小売業
796,トイザらス・ベビーザらス秋田店,010-0061,秋田市,卸町1-135-1,,018-866-9214,21.その他,玩具
797,進藤水産,010-0001,秋田市,中通4-7-35,,018-833-1816,21.その他,ドラッグストア
798,新日本海フェリー　秋田ターミナル内売店,011-0945,秋田市,土崎港西1丁目13番13号,,018-880-2370,3.小売（お土産等）,
799,新日本海フェリー　秋田ターミナル内レストラン,011-0945,秋田市,土崎港西1丁目13番13号,,018-880-2370,1.飲食店（酒類提供なし）,
800,（株）タビックスジャパン秋田支店,010-0001,秋田市,中通2-4-19,商工中金第一生命ビル6F,018-889-1082,21.その他,旅行業
801,遠灯庵,010-1211,秋田市,雄和椿川字小鹿野戸175-69,,018-886-8101,2.飲食店（酒類提供あり）,
802,USAGI ONLINE STORE 秋田OPA店,010-0874,秋田市,千秋久保田町4-2,秋田OPA,018-853-0822,21.その他,ファッション
