1533,いとく秋田東店,010-0041,秋田市,広面字家ノ下72-3,,018-884-1109,4.コンビニ・スーパー,
1534,いとく大館東店,017-0803,大館市,東台2丁目1-9,,0186-44-4400,4.コンビニ・スーパー,
1535,いとく土崎みなと店,011-0945,秋田市,土崎港?3丁目2-18,,018-816-0060,4.コンビニ・スーパー,
1536,いとく川尻店,010-0945,秋田市,川尻みよし町18-1,,018-896-0077,4.コンビニ・スーパー,
1537,いとく自衛隊通店,011-0941,秋田市,土崎港北二丁目17-60,,018-846-6655,4.コンビニ・スーパー,
1538,いとく能代南店,016-0862,能代市,字寿域?根52-3,,0185-54-7611,4.コンビニ・スーパー,
1539,いとく能代北店,016-0014,能代市,落合字上前田171,,0185-74-6565,4.コンビニ・スーパー,
1540,いとく追分店,010-0101,潟上市,天王字上北野4-409,,018-853-9219,4.コンビニ・スーパー,
1541,いとく大館ショッピングセンター ファミリーレストラントーク,017-0044,大館市,御成町3丁目47-58,,0186-49-1717,1.飲食店(酒類提供なし),
1542,いとく鹿角ショッピングセンター たんぽぽ,018-5201,鹿角市,花輪字下タ町164-1,,0186-30-1166,1.飲食店(酒類提供なし),
1543,いとく能代ショッピングセンター たんぽぽ,016-0188,能代市,字寺向70,,0185-89-2480,1.飲食店(酒類提供なし),
1544,いとく鷹巣ショッピングセンター たんぽぽ,018-3302,北秋田市,栄字前綱76,,0186-69-7799,1.飲食店(酒類提供なし),
1545,吾作ラーメン 東能代店,016-0122,能代市,扇田山下100-3,,0185-58-5391,2.飲食店(酒類提供あり),
1546,吾作ラーメン 能代店,016-0014,能代市,落合上前田176,,0185-54-5391,2.飲食店(酒類提供あり),
1547,吾作ラーメン 山王店,010-0923,秋田市,旭北錦町4-52,,018-865-5391,2.飲食店(酒類提供あり),
1548,吾作ラーメン 広面店,010-0041,秋田市,広面糠塚117-1,,018-837-5391,2.飲食店(酒類提供あり),
1549,吾作ラーメン 御所野店,010-1413,秋田市,御所野地蔵田2-1-49,,018-838-5391,2.飲食店(酒類提供あり),
1550,柴田組三輪給油所,012-1123,雄勝郡羽後町,貝沢稲荷46-2,,0183-62-3329,21.その他,ガソリンスタンド
1551,?寿司食堂,010-0683,男鹿市,北浦北浦字栄町4-3,,0185-33-2049,2.飲食店(酒類提供あり),
1552,ローソン 能代?赤沼店,016-0837,能代市,?赤沼12-21,,0185-52-5215,4.コンビニ・スーパー,
1553,ローソン 琴丘インター店,018-2104,山本郡三種町,鹿渡字?小瀬川161-1,,0185-87-2468,4.コンビニ・スーパー,
1554,高尾ハイヤー,010-1421,秋田市,仁井田本町1-1-8,,018-839-2234,7.ハイヤー・タクシー,
1555,打当温泉マタギの湯,018-4731,北秋田市,阿仁打当字仙北渡道上ミ67,,0186-84-2612,21.その他,宿泊施設
1556,石井スポーツ 秋田店,010-1414,秋田市,御所野元町1-1-15,フレスポ御所野 1階,018-892-7291,21.その他,スポーツ用品
1557,ローソン 北秋田栄店,018-3302,北秋田市,栄字前綱67-1,,0186-62-4245,4.コンビニ・スーパー,
1558,ローソン 北秋田住吉町店,018-3322,北秋田市,住吉町10-21,,0186-62-5145,4.コンビニ・スーパー,
1559,ローソン 北秋田米内沢諏訪岱店,018-4301,北秋田市,米内沢字諏訪岱140-2,,0186-72-3699,4.コンビニ・スーパー,
1560,キングタクシー本社営業所,010-0923,秋田市,旭北錦町3-46,,018-863-6857,7.ハイヤー・タクシー,
Unnamed: 0,店舗_名称,店舗_郵便番号,店舗_市区町村,店舗_町名番地,店舗_建物等,店舗_TEL,店舗_主業種,店舗_主業種_その他
1561,Climbing & Cafe Warehouse UNROCHER,018-5201,鹿角市,花輪字下タ町100,,0186-25-8778,14.体験型アクティビティ,
1562,秋田港交通,011-0946,秋田市,土崎港中央一丁目15-34,,018-845-1777,7.ハイヤー・タクシー,
1563,合資会社 サンタクシー,014-0051,大仙市,大曲浜町3-28,,0187-62-3141,7.ハイヤー・タクシー,
1564,ドン・キホーテ秋田店,010-0923,秋田市,旭北錦町4-58,,018-864-3810,3.小売(お土産等),
1565,大館カントリークラブ,018-5701,大館市,比内町扇田字横沢128-1,,0186-55-0654,16.スポーツ,
1566,秋ノ宮山荘,019-0321,湯沢市,秋ノ宮字殿上1-1,,0183-56-2400,21.その他,宿泊施設
1567,鶴舞温泉,015-0882,由利本荘市,?小人町23-1,,0184-23-7227,2.飲食店(酒類提供あり),
1568,赤倉山荘,018-1853,南秋田郡五城目町,冨津内中津又滑多羅3-7,,018-854-2969,21.その他,宿泊施設
1569,セリオンキッチン,011-0945,秋田市,土崎港?1丁目9-1,,018-857-0033,2.飲食店(酒類提供あり),
1570,ローソンにかほ平森店,018-0402,にかほ市,平沢字平森112-2,,0184-37-3766,4.コンビニ・スーパー,
1571,ローソン仁賀保平沢店,018-0402,にかほ市,平沢字宮田37-1,,0184-37-3766,4.コンビニ・スーパー,
1572,ローソンにかほ金浦インター店,018-0311,にかほ市,金浦字唐蚊ノ森29,,0184-74-7447,4.コンビニ・スーパー,
1573,ローソン?目町店,018-0604,由利本荘市,?目町沼田字新道下2-526,,0184-33-2341,4.コンビニ・スーパー,
1574,天酔,010-0966,秋田市,高陽?柳町1-38,丸孝ビル1F,018-863-9179,2.飲食店(酒類提供あり),
1575,みちのく懐かしの味 あきたプリン亭,014-0323,仙北市,角館町横町16,,0187-49-6233,3.小売(お土産等),
1576,鮮衛門,012-0841,湯沢市,大町1-1-15,,0183-72-1357,2.飲食店(酒類提供あり),
1577,プロント秋田オーパ店,010-0874,秋田市,千秋久保田町4-2,,018-838-6177,2.飲食店(酒類提供あり),
1578,プリテールプロント秋田サービスステーション,010-0041,秋田市,広面字谷地沖30-1,,018-831-1500,1.飲食店(酒類提供なし),
1579,タイムステーションNEO,010-1413,秋田市,御所野地蔵田1-1-1,イオンモール秋田2F,018-829-3737,21.その他,時計
1580,ボーイズルーム,010-1413,秋田市,御所野地蔵田1-1-1,イオンモール秋田2F,018-889-6741,21.その他,衣料品店
1581,すき家,010-1413,秋田市,御所野地蔵田1-1-1,イオンモール秋田3F,0120-498-007,1.飲食店(酒類提供なし),
1582,ローソン 男鹿脇本店,010-0342,男鹿市,脇本脇本字大石館107-2,,0185-25-3195,4.コンビニ・スーパー,
1583,ローソン 秋田土崎港南二丁目店,011-0943,秋田市,土崎港南2-5-16,,018-846-7400,4.コンビニ・スーパー,
1584,ローソン 潟上天王棒沼台店,010-0201,潟上市,天王字棒沼台247-33,,018-878-5407,4.コンビニ・スーパー,
1585,マツモトキヨシ イオンモール秋田店,010-1413,秋田市,御所野地蔵田1-1-1,イオンモール秋田1F,018-826-1140,3.小売(お土産等),
1586,はるやま秋田山手台店,010-1429,秋田市,山手台1-1-9,,018-829-3650,21.その他,衣料品店
1587,ローソン 秋田御所野店,010-1413,秋田市,秋田市御所野地蔵田2-1-5,,018-829-3901,4.コンビニ・スーパー,
1588,ローソン 秋田御所野堤台一丁目店,010-1419,秋田市,秋田市御所野堤台1-1-3,,018-839-2031,4.コンビニ・スーパー,
1589,ローソン 大館一心院店,017-0825,大館市,字一心院南43-2,,0186-43-5599,4.コンビニ・スーパー,
1590,江?前 南秋屋,018-2303,山本郡三種町,森岳字木?沢235-14,,0185-83-2356,2.飲食店(酒類提供あり),
1591,?木温泉ふれあいプラザクリオン,014-0515,仙北市,?木町門屋字屋敷田83-2,,0187-47-2010,21.その他,宿泊施設
1592,ESSENCE,010-0874,秋田市,千秋久保田町4-2,秋田OPA1階,018-827-6151,21.その他,衣料品小売業
1593,フォレスト倶楽部 田園,014-1201,仙北市,田沢湖生保内字下高野73-21,,0187-46-2631,21.その他,宿泊施設
1594,秋北タクシー(株)能代営業所,016-0801,能代市,浜通町3-10,,0185-52-1111,7.ハイヤー・タクシー,
1595,モスバーガー秋田横手インター店,013-0063,横手市,婦気大堤字中田75?1,,0182-35-2233,1.飲食店(酒類提供なし),
1596,モスバーガー羽後本荘店,015-0843,由利本荘市,東梵天180?2,,0184-27-1188,1.飲食店(酒類提供なし),
1597,モスバーガー大曲店,014-0044,大仙市,?蒔字錨12?1,,0187-66-3300,1.飲食店(酒類提供なし),
1598,かみおか温泉 嶽の湯,019-1701,大仙市,神宮寺字下川原前開86-1,,0187-87-1700,21.その他,宿泊施設
1599,自然食品専門店 健生堂,017-0896,大館市,字大館85-2,,0186-49-4425,21.その他,自然食品専門店
1600,百穂苑,014-0333,仙北市,角館町川原町23番-1,,0187-55-5715,2.飲食店(酒類提供あり),
1601,ふるけん,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8811,3.小売(お土産等),
1602,るり工房,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-32-9579,3.小売(お土産等),
1603,さくら庵,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8800,3.小売(お土産等),
1604,地蔵屋,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-36-5155,3.小売(お土産等),
1605,ふるさと家,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-6919,3.小売(お土産等),
1606,工房櫻皮,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8846,3.小売(お土産等),
1607,栗駒フーズ 秋田ふるさと村店,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8827,2.飲食店(酒類提供あり),
1608,遊工房 楽画喜や,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-36-1909,3.小売(お土産等),
1609,秋田ふるさと村,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8800,3.小売(お土産等),
1610,秋田ふるさと村 手づくりスタジオ,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8800,14.体験型アクティビティ,
1611,みやげ屋おばこ,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8823,3.小売(お土産等),
1612,丸仁工芸 躑躅の森,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8848,3.小売(お土産等),
1613,銀線細工 すとう,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8845,3.小売(お土産等),
1614,佐藤養助 横手店,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8833,2.飲食店(酒類提供あり),
1615,出端屋 秋田ふるさと村店,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8800,2.飲食店(酒類提供あり),
1616,林泉堂 秋田ふるさと村店,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8815,2.飲食店(酒類提供あり),
1617,秋田ふるさと村 味処みのり,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8800,2.飲食店(酒類提供あり),
1618,ひないドリーム,013-0064,横手市,赤坂字富ヶ沢62-46,秋田ふるさと村,0182-33-8800,2.飲食店(酒類提供あり),
1619,南部家敷 大曲店,014-0103,大仙市,高関上郷不動堂151,,0187-62-3353,2.飲食店(酒類提供あり),
1620,南部家敷 六郷店,019-1404,仙北郡美郷町,六郷字道尻196-1,,0187-84-3339,2.飲食店(酒類提供あり),
1621,南部家敷 イオンモール大曲店,014-0033,大仙市,和合字坪立177番地,,0187-86-3260,2.飲食店(酒類提供あり),
1622,南部家敷 横手店,013-0043,横手市,安田字関添46,,0182-33-6669,2.飲食店(酒類提供あり),
1623,南部家敷 湯沢店,012-0032,湯沢市,字元清水4丁目4-18,,0183-79-6663,2.飲食店(酒類提供あり),
1624,南部家敷 本荘店,015-0852,由利本荘市,1番堰193-1,,0184-22-0388,2.飲食店(酒類提供あり),
1625,南部家敷 御野場店,010-1421,秋田市,仁井田本町5丁目10-16,,018-829-2148,2.飲食店(酒類提供あり),
1626,南部家敷 八橋店,010-0977,秋田市,八橋大道東1-3,,018-824-6800,2.飲食店(酒類提供あり),
1627,南部家敷 茨島店,010-0065,秋田市,茨島4丁目3-17,,018-896-5200,2.飲食店(酒類提供あり),
1628,南部家敷 広面店,010-0041,秋田市,広面字鍋沼14-1,,018-887-3060,2.飲食店(酒類提供あり),
1629,南部家敷 イオンモール秋田店,010-1413,秋田市,御所野地蔵田1-1-1,,018-892-6380,2.飲食店(酒類提供あり),
1630,奥州南部そば,010-1413,秋田市,御所野地蔵田1-1-1,,018-839-8558,2.飲食店(酒類提供あり),
1631,六星軒 イオンモール秋田店,010-1413,秋田市,御所野地蔵田1-1-1,,018-853-8876,2.飲食店(酒類提供あり),
1632,南部家敷 外旭川支店,010-0802,秋田市,外旭川字小谷地65-1,,018-869-7320,2.飲食店(酒類提供あり),
1633,カツから家 イオンモール大曲店,014-0033,大仙市,和合字坪立177番地,,0187-66-0777,1.飲食店(酒類提供なし),
1634,ドトールコーヒーショップ 秋田トピコ店,010-0001,秋田市,中通七丁目2番1号,,018-836-5403,1.飲食店(酒類提供なし),
1635,マルホンカウボーイ花輪店,018-5201,鹿角市,花輪字高井田57,,0186-22-0020,4.コンビニ・スーパー,
1636,ファミリーマート三種八?店,018-2401,山本郡三種町,鵜川字帆出32?2,,0185-72-1322,4.コンビニ・スーパー,
1637,ファミリーマート秋田五城目店,018-1721,南秋田郡五城目町,字七倉156?1,,018-855-1810,4.コンビニ・スーパー,
1638,合資会社 大森タクシー,013-0522,横手市,大森町字町回97番地8,,0182-26-2171,7.ハイヤー・タクシー,
1639,大館能代空港 レストラン ポートワン,018-3454,北秋田市,脇神字カラムシ岱21-144,,0186-63-2881,2.飲食店(酒類提供あり),
1640,ローソン 大仙高屋敷店,014-0103,大仙市,高関上郷字高屋敷67,,0187-86-0515,4.コンビニ・スーパー,
1641,ローソン 横手平鹿町浅舞店,013-0105,横手市,平鹿町浅舞字館廻361-1,,0182-24-3803,4.コンビニ・スーパー,
1642,セブン-イレブン 鹿角花輪北店,018-5201,鹿角市,花輪字小坂14-1,,0186-23-2567,4.コンビニ・スーパー,
1643,いぶりがっこ本舗 雄勝野きむらや,019-0112,湯沢市,下院内字常盤町91,,0183-52-3650,3.小売(お土産等),
1644,ファミリーマート秋田 南大橋店,010-1651,秋田市,豊岩石田坂字上野270,,018-888-8750,4.コンビニ・スーパー,
1645,妖精の森 観光きのこ園,018-4511,北秋田市,森吉森吉高原内,,0186-76-2107,13.観光施設(遊園地、動物園、温泉施設、観光農園等),
1646,イオン秋田中央店,010-0029,秋田市,楢山川口境5-11,,018-837-3000,4.コンビニ・スーパー,
1647,イオンスーパーセンター本荘店,015-0011,由利本荘市,石脇字田中138,,0184-28-0010,4.コンビニ・スーパー,
1648,ローソン 秋田北インター店,010-0136,秋田市,上新城中字南波掛17-1,,018-872-3855,4.コンビニ・スーパー,
1649,ファミリーマート 湯沢桜通り店,012-0811,湯沢市,桜通り1-35,,0183-79-5022,4.コンビニ・スーパー,
1650,本荘タクシー 本社営業所,015-0814,由利本荘市,後町1-1,,0184-23-0103,7.ハイヤー・タクシー,
1651,ファミリーマート秋田横森店,010-0044,秋田市,横森3-11-49,,018-889-2152,4.コンビニ・スーパー,
1652,ローソン大館二井田店,018-5751,大館市,二井田字陣下114,,0186-43-6642,4.コンビニ・スーパー,
1653,イオン能代店,016-0825,能代市,柳町11-1,,0185-55-2355,4.コンビニ・スーパー,
1654,イオンスタイル御所野店,010-1413,秋田市,御所野地蔵田1-1-1,,018-889-6611,4.コンビニ・スーパー,
1655,イオン中仙店,014-0203,大仙市,北?野字袴田188,,0187-52-6100,4.コンビニ・スーパー,
1656,イオン横手店,013-0043,横手市,安田字向田147,,0182-36-3000,4.コンビニ・スーパー,
1657,イオン土崎港店,011-0943,秋田市,土崎港南2-3-41,,018-846-1221,4.コンビニ・スーパー,
1658,イオン大曲店,014-0033,大仙市,和合字坪立177番地,,0187-66-3711,4.コンビニ・スーパー,
1659,マルホンカウボーイ大館店,017-0043,大館市,有浦2丁目3-60,,0186-42-0801,4.コンビニ・スーパー,
